,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Cluster,text_type
22,2019,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707642910,SR,RE,R.PK-12.3,Analyze how a character responds to an event in a passage.,1,56,50,6,Key Ideas and Details,Literature
23,2019,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707351199,ES,-,-,"Based on a passage, write a narrative from a secondary character's point of view, telling what happens next in the story.",8,46,46,0,WR Combined (Conv/Idea Dev),Literature
24,2019,LA8.CONV1,,,,ES,LA,,Essay 8 Language ( conventions ),3,70,60,10,,Informational
25,2019,LA16.CONV2,,,,ES,LA,,Essay 16 Language ( conventions ),3,57,52,5,,Literature
26,2019,LA24.CONV3,,,,ES,LA,,Essay 24 Language ( conventions ),3,59,59,0,,Literature
27,2019,WR8.IDEA1,,,,ES,WR,,Essay 8 Writing ( idea development ),5,44,40,4,,Informational
28,2019,WR16.IDEA2,,,,ES,WR,,Essay 16 Writing ( idea development ),5,34,33,1,,Literature
29,2019,WR24.IDEA3,,,,ES,WR,,Essay 24 Writing ( idea development ),5,38,38,0,,Literature
30,2021,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL736249096,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.7,SR,RE,R.PK-12.7,Determine how a map supports information presented in a passage.,1,80,64,16,Integration of Knowledge and Ideas,Informational
31,2021,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL805862435,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze how particular paragraphs contribute to the development of ideas in a passage.,2,51,43,8,Craft and Structure,Informational
32,2021,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL735554315,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of an academic word in context.,1,56,57,-1,Vocabulary Acquisition and Use,Informational
33,2021,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL736250247,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.8,SR,RE,R.PK-12.8,Identify a claim that is supported by evidence from a passage.,1,51,54,-3,Integration of Knowledge and Ideas,Informational
34,2021,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL827430074,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.2,SR,LA,L.PK-12.2,Determine the function of punctuation used in a sentence.,1,49,41,8,Conventions,Informational
35,2021,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL735777933,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze how an idea is introduced in a passage.,1,71,69,2,Key Ideas and Details,Informational
36,2021,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL736179101,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine how a detail in a passage helps to develop a central idea.,1,76,72,4,Key Ideas and Details,Informational
37,2021,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL736241262,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.8,SR,RE,R.PK-12.8,Determine which evidence best supports a claim in a passage.,1,46,55,-9,Integration of Knowledge and Ideas,Informational
38,2021,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL736178377,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.7,SR,RE,R.PK-12.7,Determine how an illustration reveals information presented in a passage.,2,61,54,7,Integration of Knowledge and Ideas,Informational
39,2021,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL735550535,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.8,SR,RE,R.PK-12.8,Identify the primary claim of a passage.,1,46,50,-4,Integration of Knowledge and Ideas,Informational
40,2021,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL736248371,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Determine an author's point of view in a passage.,1,68,66,2,Craft and Structure,Informational
41,2021,12,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL735440256,ES,-,-,Write an essay explaining how science was used to try to solve a mystery in a passage; use information from the passage to support the explanation.,8,45,38,7,WR Combined (Conv/Idea Dev),Informational
42,2021,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL302787,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.5,SR,LA,L.PK-12.5,Analyze the function of a word in a passage.,1,41,50,-9,Vocabulary Acquisition and Use,Informational
43,2021,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL302788,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,80,79,1,Vocabulary Acquisition and Use,Informational
44,2021,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL302776,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Identify evidence from a passage that supports an inference about an individual in the passage.,1,49,51,-2,Key Ideas and Details,Informational
45,2021,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL302777,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze how an individual's actions are described in a passage.,1,68,61,7,Key Ideas and Details,Informational
46,2021,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL302779,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze an important idea in a passage.,1,71,66,5,Key Ideas and Details,Informational
47,2021,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL302782,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Identify the purpose of particular lines in a poem.,1,76,64,12,Craft and Structure,Literature
48,2021,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL302785,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze an important structural element of a poem.,1,80,68,12,Craft and Structure,Literature
49,2021,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL302786,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Analyze the reason for using a specific point of view in a poem.,1,73,69,4,Craft and Structure,Literature
50,2021,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL808245411,SR,RE,R.PK-12.3,Analyze how paragraphs in a passage develop a character.,1,78,70,8,Key Ideas and Details,Literature
51,2021,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL806979864,SR,RE,R.PK-12.4,Analyze the impact of word choice in a passage.,1,76,73,3,Craft and Structure,Literature
52,2021,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807001596,SR,RE,R.PK-12.5,Determine how a particular paragraph contributes to the development of ideas in a passage.,1,61,64,-3,Craft and Structure,Literature
53,2021,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807011414,SR,RE,R.PK-12.3,Determine the reason for a character's action in a passage.,1,65,61,4,Key Ideas and Details,Literature
54,2021,25,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807011890,SR,RE,R.PK-12.1,Make an inference about a character in a passage.,1,76,68,8,Key Ideas and Details,Literature
55,2021,26,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807002174,SR,RE,R.PK-12.1,Make an inference based on a detail from a passage.,1,73,70,3,Key Ideas and Details,Literature
56,2021,27,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL808246461,SR,RE,R.PK-12.1,Select evidence to support an inference about a character in a passage.,2,62,60,2,Key Ideas and Details,Literature
57,2021,28,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807009150,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,82,74,8,Vocabulary Acquisition and Use,Literature
58,2021,29,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807010236,SR,RE,R.PK-12.3,Analyze how an interaction between characters helps to advance the plot in a passage.,1,49,47,2,Key Ideas and Details,Literature
59,2021,30,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807062301,SR,RE,R.PK-12.2,Identify how the interactions of characters help to develop a central idea of a passage.,2,62,47,15,Key Ideas and Details,Literature
60,2021,31,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807061702,SR,RE,R.PK-12.4,Analyze symbolism in a passage.,1,82,68,14,Craft and Structure,Literature
61,2021,32,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807016586,ES,-,-,Write an essay that explains how a character changes over the course of a passage; use information from the passage to support the explanation.,8,48,38,10,WR Combined (Conv/Idea Dev),Literature
62,2021,WR12.IDEA1,,,,ES,WR,,Essay 12 Writing ( idea development ),5,36,31,5,,Informational
63,2021,LA12.CONV1,,,,ES,LA,,Essay 12 Language ( conventions ),3,60,50,10,,Informational
64,2021,WR32.IDEA2,,,,ES,WR,,Essay 32 Writing ( idea development ),5,40,32,8,,Literature
65,2021,LA32.CONV2,,,,ES,LA,,Essay 32 Language ( conventions ),3,61,49,12,,Literature
66,2022,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL913179570&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze how a paragraph contributes to the development of ideas in an article.,1,69,68,1,Craft and Structure,Informational
67,2022,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL913137826&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Identify context to support the meaning of a phrase.,1,58,61,-3,Craft and Structure,Informational
68,2022,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL918180282&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.2,SR,LA,L.PK-12.2,Determine the function of punctuation used in a sentence.,1,70,64,6,Conventions,Informational
69,2022,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL917861668&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Determine the author's tone in an article.,1,90,81,9,Craft and Structure,Informational
70,2022,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL913135249&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of a word in context and choose evidence from a passage that supports the meaning.,2,74,69,5,Vocabulary Acquisition and Use,Informational
71,2022,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL917825386&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Determine how a phrase impacts meaning in a passage.,1,76,63,13,Craft and Structure,Literature
72,2022,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL913177923&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze how an idea about a character is developed in a passage.,1,81,82,-1,Key Ideas and Details,Literature
73,2022,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL920039686&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze a character's feelings in a passage.,1,92,87,5,Key Ideas and Details,Literature
74,2022,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL913147467&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.8,SR,RE,R.PK-12.8,Determine how a statement made in a fictional passage could be supported by evidence from an informational article.,1,76,71,5,Integration of Knowledge and Ideas,Informational
75,2022,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL913146798&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.9,SR,RE,R.PK-12.9,Identify how a concept developed in an article is similar to a concept developed in a passage.,1,58,53,5,Integration of Knowledge and Ideas,Informational
76,2022,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL913133585&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Determine a point of view shared by the authors of an article and a passage on the same topic and choose supporting evidence.,2,58,53,5,Craft and Structure,Informational
77,2022,12,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL913132900&YearCode=2022,ES,-,-,Write an essay that explains how an idea is developed in an article and a passage; use information from both texts to support the explanation.,8,53,36,17,WR Combined (Conv/Idea Dev),Both
78,2022,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL308506&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.8,SR,RE,R.PK-12.8,Determine how the author supports a specific claim in an article.,1,42,40,2,Integration of Knowledge and Ideas,Informational
79,2022,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL916473284&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the effect of a particular sentence structure in a portion of an article.,1,48,42,6,Craft and Structure,Informational
80,2022,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL308512&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Identify a detail that supports a central idea in an article.,1,76,73,3,Key Ideas and Details,Informational
81,2022,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL308518&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.5,SR,LA,L.PK-12.5,Analyze figurative language in an article.,1,87,83,4,Vocabulary Acquisition and Use,Informational
82,2022,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL308510&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.7,SR,RE,R.PK-12.7,Analyze a photograph to further understand a key idea presented in an article.,1,63,56,7,Integration of Knowledge and Ideas,Informational
83,2022,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL308513&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Determine a question that is unanswered in an article.,1,60,60,0,Key Ideas and Details,Informational
84,2022,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%206&view=ALL&itemUIN=EL916444331&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine unique and shared characteristics of animals described in an article.,2,62,53,9,Key Ideas and Details,Informational
85,2022,20,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835421936&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze how a specific paragraph in a passage contributes to the development of the plot.,1,84,59,25,Craft and Structure,Literature
86,2022,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835420555&YearCode=2022,SR,RE,R.PK-12.5,Analyze how a specific paragraph helps develop a passage.,1,79,73,6,Craft and Structure,Literature
87,2022,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL903544223&YearCode=2022,SR,LA,L.PK-12.2,Determine the function of punctuation used in a sentence.,1,86,80,6,Conventions,Literature
88,2022,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835420875&YearCode=2022,SR,LA,L.PK-12.5,Analyze the effect of figurative language in a passage and choose a detail in the passage that creates a similar effect.,2,68,57,11,Vocabulary Acquisition and Use,Literature
89,2022,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835421418&YearCode=2022,SR,RE,R.PK-12.4,Determine the tone of a passage based on a portion of the text.,1,93,80,13,Craft and Structure,Literature
90,2022,25,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835419727&YearCode=2022,SR,RE,R.PK-12.6,Analyze how an author reveals a character's point of view.,1,79,68,11,Craft and Structure,Literature
91,2022,26,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835417652&YearCode=2022,SR,RE,R.PK-12.4,Analyze the impact of word choice in a passage.,1,73,71,2,Craft and Structure,Literature
92,2022,27,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835422818&YearCode=2022,SR,RE,R.PK-12.1,Make an inference about a character in a passage.,1,81,71,10,Key Ideas and Details,Literature
93,2022,28,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835401351&YearCode=2022,SR,RE,R.PK-12.3,Analyze how a character feels at different points of a passage.,2,75,68,7,Key Ideas and Details,Literature
94,2022,29,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835402993&YearCode=2022,SR,RE,R.PK-12.6,Analyze how an author uses point of view to develop a character.,1,54,57,-3,Craft and Structure,Literature
95,2022,30,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL835415824&YearCode=2022,SR,RE,R.PK-12.2,"Determine a theme of a passage.
",1,73,71,2,Key Ideas and Details,Literature
96,2022,31,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL911525969&YearCode=2022,ES,-,-,Write an essay explaining the methods used by an author to make a passage interesting; use details from the passage to support your explanation.,8,53,37,16,WR Combined (Conv/Idea Dev),Literature
97,2022,WR12.IDEA1,,,,ES,WR,,Essay 12 Writing ( idea development ),5,43,30,13,,Both
98,2022,LA12.CONV1,,,,ES,LA,,Essay 12 Language ( conventions ),3,70,47,23,,Both
99,2022,WR31.IDEA2,,,,ES,WR,,Essay 31 Writing ( idea development ),5,45,32,13,,Literature
100,2022,LA31.CONV2,,,,ES,LA,,Essay 31 Language ( conventions ),3,66,45,21,,Literature
