,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Cluster,text_type,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
15,2019,16,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL714343909,ES,-,-,Write a narrative that continues the story in a passage.,8,40,43,-3,WR Combined (Conv/Idea Dev),Literature,,,,,,,,
16,2019,17,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707803060,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze how text features contribute to the development of an autobiographical poem.,1,67,64,3,Craft and Structure,Informational,,,,,,,,
17,2019,18,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707886390,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze how the format of specific lines contributes to the meaning of an autobiographical poem.,1,66,62,4,Craft and Structure,Informational,,,,,,,,
18,2019,19,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707931806,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Identify figurative language in a poem.,1,63,57,6,Craft and Structure,Informational,,,,,,,,
19,2019,20,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707934528,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Use Greek and Latin affixes and roots as clues to the meaning of a word.,1,64,49,15,Vocabulary Acquisition and Use,Informational,,,,,,,,
20,2019,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707931508,SR,RE,R.PK-12.9,Analyze the similar purposes of a poet writing an autobiographical poem and a poet writing a literary poem.,1,80,80,0,Integration of Knowledge and Ideas,Informational,,,,,,,,
21,2019,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL711859903,SR,RE,R.PK-12.2,Determine a theme of an autobiographical poem and find support for the theme in another poem.,2,92,78,14,Key Ideas and Details,Informational,,,,,,,,
22,2019,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707931187,SR,RE,R.PK-12.9,Identify a quality of a character in an autobiographical poem and a quality of a character in a literary poem.,2,57,56,1,Integration of Knowledge and Ideas,Informational,,,,,,,,
23,2019,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL707935717,ES,-,-,Write an essay to explain how two poems present information on a topic; use information from both poems to support your explanation.,8,48,51,-3,WR Combined (Conv/Idea Dev),Informational,,,,,,,,
24,2019,LA8.CONV1,,,,ES,LA,,Essay 8 Language ( conventions ),3,51,53,-2,,Informational,,,,,,,,
25,2019,LA16.CONV2,,,,ES,LA,,Essay 16 Language ( conventions ),3,52,54,-2,,Literature,,,,,,,,
26,2019,LA24.CONV3,,,,ES,LA,,Essay 24 Language ( conventions ),3,61,65,-4,,Informational,,,,,,,,
27,2019,WR8.IDEA1,,,,ES,WR,,Essay 8 Writing ( idea development ),5,31,33,-2,,Informational,,,,,,,,
28,2019,WR16.IDEA2,,,,ES,WR,,Essay 16 Writing ( idea development ),5,33,36,-3,,Literature,,,,,,,,
29,2019,WR24.IDEA3,,,,ES,WR,,Essay 24 Writing ( idea development ),5,39,43,-4,,Informational,,,,,,,,
30,2021,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807437999,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze how details in a specific paragraph contribute to the overall meaning in a passage.,1,55,49,6,Craft and Structure,Literature,,,,,,,,
31,2021,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807438350,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze how an author reveals a character in specific sections of a passage.,1,53,50,3,Craft and Structure,Literature,,,,,,,,
32,2021,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807443094,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Analyze the contrasting points of view of two characters in a passage.,1,95,83,12,Craft and Structure,Literature,,,,,,,,
33,2021,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807443512,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,85,81,4,Vocabulary Acquisition and Use,Literature,,,,,,,,
34,2021,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807439180,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Select evidence to support an inference about a character in a passage.,1,68,60,8,Key Ideas and Details,Literature,,,,,,,,
35,2021,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807443849,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine a central idea in a passage and select evidence for support.,2,60,48,12,Key Ideas and Details,Literature,,,,,,,,
36,2021,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807432481,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference based on details from a passage.,1,55,61,-6,Key Ideas and Details,Literature,,,,,,,,
37,2021,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807433511,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Use a dictionary entry to determine the meaning of a multiple-meaning word in context.,1,90,70,20,Vocabulary Acquisition and Use,Literature,,,,,,,,
38,2021,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807434187,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine what the words and actions of a character reveal about the character and select evidence from the passage for support.,2,55,50,5,Key Ideas and Details,Literature,,,,,,,,
39,2021,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807435581,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Analyze the development of a character's attitude over the course of a passage.,1,90,77,13,Key Ideas and Details,Literature,,,,,,,,
40,2021,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807445116,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Analyze how two authors use a similar literary technique to develop the setting in two passages.,1,50,56,-6,Craft and Structure,Literature,,,,,,,,
41,2021,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807445842,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine the shared central idea of two passages.,1,40,53,-13,Key Ideas and Details,Literature,,,,,,,,
42,2021,13,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL807456720,ES,-,-,Write an essay that explains how a specific event in two passages helps to reveal important traits of the main characters; use information from both passages to support your explanation.,8,39,36,3,WR Combined (Conv/Idea Dev),Literature,,,,,,,,
43,2021,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL307948,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference based on information from a poem.,1,51,55,-4,Key Ideas and Details,Literature,,,,,,,,
44,2021,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL307962,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.5,SR,LA,L.PK-12.5,Analyze figurative language in a poem.,1,73,73,0,Vocabulary Acquisition and Use,Literature,,,,,,,,
45,2021,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL307963,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Analyze how lines in a poem help to reveal characters' attitudes.,1,56,50,6,Craft and Structure,Literature,,,,,,,,
46,2021,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL307971,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about characters in a poem.,1,64,68,-4,Key Ideas and Details,Literature,,,,,,,,
47,2021,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL307973,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Analyze how a poet creates the tone in a poem.,1,47,49,-2,Craft and Structure,Literature,,,,,,,,
48,2021,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL307970,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze why a poet uses a specific technique.,1,82,86,-4,Craft and Structure,Literature,,,,,,,,
49,2021,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL307974,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Determine the meaning of a word in context.,1,71,66,5,Craft and Structure,Literature,,,,,,,,
50,2021,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807365831,SR,LA,L.PK-12.4,Use a Latin root to determine the meaning of a word in context.,1,64,71,-7,Vocabulary Acquisition and Use,Informational,,,,,,,,
51,2021,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807353731,SR,RE,R.PK-12.4,Identify the meaning of a phrase in a passage.,1,82,71,11,Craft and Structure,Informational,,,,,,,,
52,2021,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807360122,SR,RE,R.PK-12.3,Determine how an idea could affect individuals in a passage.,1,62,64,-2,Key Ideas and Details,Informational,,,,,,,,
53,2021,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807366496,SR,RE,R.PK-12.4,Analyze the effect of word choice in a sentence.,1,76,72,4,Craft and Structure,Informational,,,,,,,,
54,2021,25,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807354565,SR,RE,R.PK-12.6,Determine the main purpose of a paragraph.,1,73,68,5,Craft and Structure,Informational,,,,,,,,
55,2021,26,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807366049,SR,RE,R.PK-12.3,Determine how one individual influenced the project of another in a passage.,1,82,74,8,Key Ideas and Details,Informational,,,,,,,,
56,2021,27,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807355021,SR,RE,R.PK-12.5,Identify the purpose of a text feature in a passage.,1,80,72,8,Craft and Structure,Informational,,,,,,,,
57,2021,28,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807354129,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,73,62,11,Vocabulary Acquisition and Use,Informational,,,,,,,,
58,2021,29,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807354764,SR,RE,R.PK-12.1,Determine which piece of evidence best supports an inference from a passage.,1,91,81,10,Key Ideas and Details,Informational,,,,,,,,
59,2021,30,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807351804,SR,RE,R.PK-12.5,Identify a technique the author uses in a passage and determine the most likely reason for its use.,2,54,50,4,Craft and Structure,Informational,,,,,,,,
60,2021,31,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807365314,SR,RE,R.PK-12.6,Determine an author’s point of view toward a character and select evidence from the passage to support the answer.,2,76,59,17,Craft and Structure,Informational,,,,,,,,
61,2021,32,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL807349832,ES,-,-,Write an essay explaining how the author keeps the reader's interest; use information from the passage to support the explanation.,8,33,35,-2,WR Combined (Conv/Idea Dev),Informational,,,,,,,,
62,2021,WR13.IDEA1,,,,ES,WR,,Essay 13 Writing ( idea development ),5,32,30,2,,Literature,,,,,,,,
63,2021,LA13.CONV1,,,,ES,LA,,Essay 13 Language ( conventions ),3,51,47,4,,Literature,,,,,,,,
64,2021,WR32.IDEA2,,,,ES,WR,,Essay 32 Writing ( idea development ),5,27,31,-4,,Informational,,,,,,,,
65,2021,LA32.CONV2,,,,ES,LA,,Essay 32 Language ( conventions ),3,41,43,-2,,Informational,,,,,,,,
66,2022,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909375770&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the purpose of a paragraph in an article.,1,61,54,7,Craft and Structure,Informational,,,,,,,,
67,2022,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909764274&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.2,SR,LA,L.PK-12.2,Determine the purpose of specific punctuation marks in a sentence in an article.,1,67,62,5,Conventions,Informational,,,,,,,,
68,2022,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909470766&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Analyze how a paragraph in an article contributes to a main idea.,1,90,81,9,Key Ideas and Details,Informational,,,,,,,,
69,2022,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909281464&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.5,SR,LA,L.PK-12.5,Determine the meaning of a figurative expression in an article.,1,88,81,7,Vocabulary Acquisition and Use,Informational,,,,,,,,
70,2022,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909471269&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine the central idea of a section in an article.,1,64,61,3,Key Ideas and Details,Informational,,,,,,,,
71,2022,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909471961&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze how an individual is developed with information from a paragraph in an article.,1,75,72,3,Key Ideas and Details,Informational,,,,,,,,
72,2022,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909747660&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,86,78,8,Vocabulary Acquisition and Use,Informational,,,,,,,,
73,2022,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909748887&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the purpose of specific paragraphs in an article.,1,45,51,-6,Craft and Structure,Informational,,,,,,,,
74,2022,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL911458693&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Analyze how the structure of sentences in an article conveys meaning.,1,64,57,7,Craft and Structure,Informational,,,,,,,,
75,2022,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909749262&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Demonstrate understanding of an article by identifying a key concept; identify a detail from the article that supports the key concept.,2,67,66,1,Key Ideas and Details,Informational,,,,,,,,
76,2022,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909752861&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Demonstrate understanding of two articles by identifying similarities in the actions of two individuals.,1,91,81,10,Key Ideas and Details,Informational,,,,,,,,
77,2022,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL911550107&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.9,SR,RE,R.PK-12.9,Analyze the different tones of two articles on similar subjects.,1,60,59,1,Integration of Knowledge and Ideas,Informational,,,,,,,,
78,2022,13,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL909750218&YearCode=2022,ES,-,-,Write an argument to support a given claim; use information from two articles to support the argument.,8,44,44,0,WR Combined (Conv/Idea Dev),Informational,,,,,,,,
79,2022,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL314056&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine the primary character traits of characters in a play using details from stage directions.,1,77,71,6,Key Ideas and Details,Literature,,,,,,,,
80,2022,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL916135715&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Analyze the role of specific figurative language in a play.,1,64,54,10,Craft and Structure,Literature,,,,,,,,
81,2022,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL314063&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.2,SR,LA,L.PK-12.2,Identify the purpose of specific punctuation in stage directions of a play.,1,79,71,8,Conventions,Literature,,,,,,,,
82,2022,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL912448606&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze lines in a play to determine a character's motivation.,1,66,61,5,Key Ideas and Details,Literature,,,,,,,,
83,2022,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL912450318&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about the relationship between characters in a play.,1,59,50,9,Key Ideas and Details,Literature,,,,,,,,
84,2022,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL314058&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Analyze the effect of specific lines in a play.,1,63,59,4,Craft and Structure,Literature,,,,,,,,
85,2022,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%207&view=ALL&itemUIN=EL912364723&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Analyze how a playwright develops the points of view of characters in a play.,2,57,51,6,Craft and Structure,Literature,,,,,,,,
86,2022,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811653297&YearCode=2022,SR,RE,R.PK-12.6,Analyze how an author develops a character’s point of view in a passage.,1,85,80,5,Craft and Structure,Literature,,,,,,,,
87,2022,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811653729&YearCode=2022,SR,RE,R.PK-12.4,Analyze a section of a passage to determine what idea it emphasizes.,1,78,66,12,Craft and Structure,Literature,,,,,,,,
88,2022,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811659059&YearCode=2022,SR,RE,R.PK-12.4,Analyze the mood created in a paragraph of a passage.,1,67,64,3,Craft and Structure,Literature,,,,,,,,
89,2022,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811661018&YearCode=2022,SR,RE,R.PK-12.5,Analyze the significance of a section of a passage.,1,76,71,5,Craft and Structure,Literature,,,,,,,,
90,2022,25,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811660409&YearCode=2022,SR,RE,R.PK-12.2,Determine a central idea of a passage and select evidence from the passage for support.,2,65,60,5,Key Ideas and Details,Literature,,,,,,,,
91,2022,26,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811720784&YearCode=2022,SR,RE,R.PK-12.1,Make an inference based on details from a passage.,1,48,52,-4,Key Ideas and Details,Literature,,,,,,,,
92,2022,27,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811721117&YearCode=2022,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,59,56,3,Vocabulary Acquisition and Use,Literature,,,,,,,,
93,2022,28,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811723366&YearCode=2022,SR,RE,R.PK-12.3,Analyze how paragraphs in a passage impact characterization.,1,72,70,2,Key Ideas and Details,Literature,,,,,,,,
94,2022,29,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811735509&YearCode=2022,SR,RE,R.PK-12.6,Determine how each of two authors uses the same technique to develop the point of view of a main character.,1,49,51,-2,Craft and Structure,Literature,,,,,,,,
95,2022,30,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811734832&YearCode=2022,SR,RE,R.PK-12.2,Determine the theme shared by two passages.,1,77,76,1,Key Ideas and Details,Literature,,,,,,,,
96,2022,31,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL811735935&YearCode=2022,SR,RE,R.PK-12.9,Analyze the similarities and differences in the traits of the main characters in two passages.,2,57,55,2,Integration of Knowledge and Ideas,Literature,,,,,,,,
