,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Cluster,text_type
16,2019,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL700545005,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.8,SR,RE,R.PK-12.8,Evaluate evidence that would support the authors’ arguments in two excerpts on similar topics.,2,76,68,8,Integration of Knowledge and Ideas,Informational
17,2019,18,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL700561282,ES,-,-,Write an argument in the form of a letter taking a position based on evidence from two excerpts on a similar topic.,8,62,61,1,WR Combined (Conv/Idea Dev),Informational
18,2019,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL709528327,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about a character in a passage.,1,94,88,6,Key Ideas and Details,Literature
19,2019,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL709559513,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Make an inference about a character based on details in a passage.,1,89,83,6,Key Ideas and Details,Literature
20,2019,21,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL709654796,SR,RE,R.PK-12.3,Analyze an author’s development of a character within a passage.,1,100,92,8,Key Ideas and Details,Literature
21,2019,22,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL713651018,SR,RE,R.PK-12.5,Analyze the purpose of a specific paragraph in a passage.,1,86,77,9,Craft and Structure,Literature
22,2019,23,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL709642924,SR,RE,R.PK-12.4,Analyze the effect of figurative language on characterization.,1,97,88,9,Craft and Structure,Literature
23,2019,24,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL709646650,SR,LA,L.PK-12.4,Determine the meaning of a specific word based on context in a passage.,1,94,90,4,Vocabulary Acquisition and Use,Literature
24,2019,25,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL709658039,SR,RE,R.PK-12.4,Determine the tone of a passage and select supporting evidence from given details from the passage.,2,97,87,10,Craft and Structure,Literature
25,2019,26,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL709754446,SR,RE,R.PK-12.4,Select details that contribute to mood in a passage.,2,87,87,0,Craft and Structure,Literature
26,2019,27,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL709768629_VOID,ES,-,-,Write a narrative response to a passage in the form of a journal entry from a secondary character's point of view; use details from the passage to develop the response.,,,,,WR Combined (Conv/Idea Dev),Literature
27,2019,28,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL314366,SR,RE,R.PK-12.1,Make an inference about characters based on details in a specific section of an excerpt.,1,94,84,10,Key Ideas and Details,Literature
28,2019,29,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL314367,SR,RE,R.PK-12.1,Make an inference based on details in an excerpt.,1,79,68,11,Key Ideas and Details,Literature
29,2019,30,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL314375,SR,RE,R.PK-12.3,Analyze what is revealed about a character in a section of an excerpt.,1,95,86,9,Key Ideas and Details,Literature
30,2019,31,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL712958464,SR,RE,R.PK-12.2,Summarize an excerpt by placing key details in chronological order.,2,86,76,10,Key Ideas and Details,Literature
31,2019,LA9.CONV1,,,,ES,LA,,Essay 9 Language ( conventions ),3,84,81,3,,Literature
32,2019,LA18.CONV2,,,,ES,LA,,Essay 18 Language ( conventions ),3,79,76,3,,Informational
33,2019,LA27.CONV3,,,,ES,LA,,Essay 27 Language ( conventions ),,,,,,Literature
34,2019,WR9.IDEA1,,,,ES,WR,,Essay 9 Writing ( idea development ),5,59,56,3,,Literature
35,2019,WR18.IDEA2,,,,ES,WR,,Essay 18 Writing ( idea development ),5,52,52,0,,Informational
36,2019,WR27.IDEA3,,,,ES,WR,,Essay 27 Writing ( idea development ),,,,,,Literature
37,2021,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800257616,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Identify the meaning of a phrase in the passage.,1,88,83,5,Vocabulary Acquisition and Use,Literature
38,2021,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800257204,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine what a description suggests about a character.,1,90,83,7,Key Ideas and Details,Literature
39,2021,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800251724,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Identify what two words with similar meanings show about a character.,1,96,88,8,Vocabulary Acquisition and Use,Literature
40,2021,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800258159,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about a character based on evidence from the passage.,1,54,56,-2,Key Ideas and Details,Literature
41,2021,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800249600,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine how a character in one passage is similar to a character in a second passage.,1,96,85,11,Key Ideas and Details,Literature
42,2021,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800250954,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Identify a similarity shared by the main characters in three passages.,1,90,81,9,Key Ideas and Details,Literature
43,2021,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800250365,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Determine the effect of a sentence in one passage and identify a detail from a second passage that has the same effect.,2,83,72,11,Craft and Structure,Literature
44,2021,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL802979581,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Identify literary devices used in details from three passages.,2,62,55,7,Craft and Structure,Literature
45,2021,9,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800341748,ES,-,-,Write an essay explaining the techniques the authors use to reveal the personalities of the main characters in three passages; use information from each passage to develop the essay.,8,56,64,-8,WR Combined (Conv/Idea Dev),Literature
46,2021,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL807277697,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Interpret the effect of a phrase in the poem.,1,82,74,8,Craft and Structure,Literature
47,2021,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL807276303,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine how a character influences the speakers in two poems.,1,92,87,5,Key Ideas and Details,Literature
48,2021,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL807275492,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Identify a central idea shared by two poems based on a quotation from each poem.,1,83,81,2,Key Ideas and Details,Literature
49,2021,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL807250794,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine a central idea of one poem and identify a detail that suggests the same idea in a second poem.,2,77,75,2,Key Ideas and Details,Literature
50,2021,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800240362,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.7,SR,RE,R.PK-12.7,Determine how a text feature is important to the passage.,1,88,78,10,Integration of Knowledge and Ideas,Informational
51,2021,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800432086,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,75,64,11,Vocabulary Acquisition and Use,Informational
52,2021,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800462714,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Identify the purpose of a phrase in the passage.,1,90,81,9,Craft and Structure,Informational
53,2021,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800361479,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine what excerpted sentences from two passages suggest about two individuals.,1,86,79,7,Key Ideas and Details,Informational
54,2021,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800478450,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Identify the main purpose of similar sentences from two different passages.,1,94,90,4,Craft and Structure,Informational
55,2021,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800466044,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.9,SR,RE,R.PK-12.9,Determine how the experiences of two individuals in two passages were most alike.,1,88,80,8,Integration of Knowledge and Ideas,Informational
56,2021,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL804336890,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine a main idea of one passage and identify evidence from a second passage that suggests the same idea.,2,68,60,8,Key Ideas and Details,Informational
57,2021,21,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL804336978,SR,RE,R.PK-12.4,Identify the mood conveyed by details from two passages.,2,88,79,9,Craft and Structure,Informational
58,2021,22,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL805452873,ES,-,-,Write an essay comparing and contrasting the emotions of an individual in one passage with the emotions of an individual in a second passage; use information from both passages to develop the essay.,8,56,60,-4,WR Combined (Conv/Idea Dev),Informational
59,2021,23,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800560218,SR,RE,R.PK-12.6,Determine what a sentence reveals about an individual’s point of view in the passage.,1,82,66,16,Craft and Structure,Literature
60,2021,24,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800570709,SR,RE,R.PK-12.1,Identify key details in the passage.,1,79,81,-2,Key Ideas and Details,Literature
61,2021,25,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800566021,SR,RE,R.PK-12.4,Determine the impact of the repetition of a phrase.,1,79,82,-3,Craft and Structure,Literature
62,2021,26,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800558814,SR,RE,R.PK-12.1,Determine the main effect of two excerpted sentences.,1,81,71,10,Key Ideas and Details,Literature
63,2021,27,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800567570,SR,RE,R.PK-12.5,Analyze the structure of the passage.,1,75,77,-2,Craft and Structure,Literature
64,2021,28,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL804053888,SR,LA,L.PK-12.2,Identify the function of phrases set off by dashes.,1,56,55,1,Conventions,Literature
65,2021,29,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800562653,SR,RE,R.PK-12.2,Interpret the meaning of a sentence in the passage and identify additional evidence that supports the same meaning.,2,79,74,5,Key Ideas and Details,Literature
66,2021,30,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL800625013,SR,RE,R.PK-12.4,"Determine whether details from the passage mainly contribute to mood, setting, or characterization.",2,74,67,7,Craft and Structure,Literature
67,2021,WR9.IDEA1,,,,ES,WR,,Essay 9 Writing ( idea development ),5,46,55,-9,,Literature
68,2021,LA9.CONV1,,,,ES,LA,,Essay 9 Language ( conventions ),3,71,78,-7,,Literature
69,2021,WR22.IDEA2,,,,ES,WR,,Essay 22 Writing ( idea development ),5,46,51,-5,,Informational
70,2021,LA22.CONV2,,,,ES,LA,,Essay 22 Language ( conventions ),3,72,76,-4,,Informational
71,2022,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL013257840&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine the purpose of the author's choice of words in an excerpt.,1,89,92,-3,Key Ideas and Details,Literature
72,2022,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL013258596&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the relationship between two sentences in an excerpt.,1,58,69,-11,Craft and Structure,Literature
73,2022,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL013353391&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Determine the tone of a character in an excerpt.,1,68,65,3,Craft and Structure,Literature
74,2022,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL015041902&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of an unknown word using context.,1,84,87,-3,Vocabulary Acquisition and Use,Literature
75,2022,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL013253097&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.2,SR,LA,L.PK-12.2,Compare the purposes of parenthetical information in two excerpts.,1,76,79,-3,Conventions,Literature
76,2022,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL013255897&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Determine how characters in two different excerpts are similar.,1,45,64,-19,Craft and Structure,Literature
77,2022,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL019560241&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine the meaning of a quotation from an excerpt and identify a quotation from another excerpt that has a similar meaning.,2,52,58,-6,Key Ideas and Details,Literature
78,2022,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL014953733&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Determine the tones of specific details from two excerpts.,2,66,67,-1,Craft and Structure,Literature
79,2022,9,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL013138637&YearCode=2022,ES,-,-,Write an essay explaining how characters support the main character in two different excerpts; use information from each excerpt to develop the essay.,8,55,60,-5,WR Combined (Conv/Idea Dev),Literature
80,2022,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL012153811&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine which phrase provides context to support the meaning of a word.,1,82,80,2,Vocabulary Acquisition and Use,Literature
81,2022,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL012157583&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine how an author uses specific details to develop a central idea in a poem.,1,76,65,11,Key Ideas and Details,Literature
82,2022,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL012733933&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine who or what the speaker addresses in a poem.,1,87,76,11,Key Ideas and Details,Literature
83,2022,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL012160579&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine which central ideas are supported by details in two poems.,2,68,62,6,Key Ideas and Details,Literature
84,2022,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910540421&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Analyze the effect of repetition in an article.,1,84,78,6,Craft and Structure,Informational
85,2022,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL911243823&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Identify evidence to support an idea in an article.,1,87,82,5,Key Ideas and Details,Informational
86,2022,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910962538&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Evaluate how paragraphs in an article support the development of key ideas.,1,92,90,2,Craft and Structure,Informational
87,2022,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910857457&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of an unknown word based on context.,1,97,89,8,Vocabulary Acquisition and Use,Informational
88,2022,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL911243156&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference based on information provided in an article.,1,94,89,5,Key Ideas and Details,Informational
89,2022,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL911153175&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Compare how paragraphs from two different texts serve similar functions.,1,50,52,-2,Craft and Structure,Informational
90,2022,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910860957&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Identify how a paragraph supports a central idea in one article and select evidence from another article that also supports the idea.,2,73,74,-1,Key Ideas and Details,Informational
91,2022,21,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910938823&YearCode=2022,SR,RE,R.PK-12.3,Select details from two articles that illustrate an idea developed in both articles.,2,90,84,6,Key Ideas and Details,Informational
92,2022,22,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910467723&YearCode=2022,ES,-,-,Write an argument in the form of a speech on a topic presented in two articles; use information from the articles to develop the argument.,8,58,64,-6,WR Combined (Conv/Idea Dev),Informational
93,2022,23,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL909753277&YearCode=2022,SR,RE,R.PK-12.1,Make an inference about an author's point of view based on a paragraph in an article.,1,76,73,3,Key Ideas and Details,Informational
94,2022,24,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910747872&YearCode=2022,SR,RE,R.PK-12.2,Identify how a paragraph supports the main idea of an article.,1,81,74,7,Key Ideas and Details,Informational
95,2022,25,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL909755882&YearCode=2022,SR,RE,R.PK-12.5,Identify a claim developed in a paragraph of an article.,1,69,79,-10,Craft and Structure,Informational
96,2022,26,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL909754342&YearCode=2022,SR,RE,R.PK-12.3,Identify evidence that supports a claim from an article.,1,90,87,3,Key Ideas and Details,Informational
97,2022,27,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL909729691&YearCode=2022,SR,LA,L.PK-12.2,Analyze the purpose of punctuation in a pair of sentences.,1,90,82,8,Conventions,Informational
98,2022,28,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910641090&YearCode=2022,SR,RE,R.PK-12.4,Identify a detail from one article that best illustrates a phrase from another article about a similar topic.,1,94,85,9,Craft and Structure,Informational
99,2022,29,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL909731553&YearCode=2022,SR,RE,R.PK-12.8,Identify arguments and counterarguments in two articles on similar topics.,2,77,67,10,Integration of Knowledge and Ideas,Informational
100,2022,30,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL909560185&YearCode=2022,SR,RE,R.PK-12.8,Select evidence to support a specific claim made by authors in two articles on similar topics.,2,93,88,5,Integration of Knowledge and Ideas,Informational
101,2022,WR9.IDEA1,,,,ES,WR,,Essay 9 Writing ( idea development ),5,45,50,-5,,Literature
102,2022,LA9.CONV1,,,,ES,LA,,Essay 9 Language ( conventions ),3,72,75,-3,,Literature
103,2022,WR22.IDEA2,,,,ES,WR,,Essay 22 Writing ( idea development ),5,48,55,-7,,Informational
104,2022,LA22.CONV2,,,,ES,LA,,Essay 22 Language ( conventions ),3,75,80,-5,,Informational
105,2023,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%2010&view=ALL&itemUIN=EL910186190&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze what is revealed about a character in a section of an excerpt.,1,81,80,1,Key Ideas and Details,Literature
